name,pokedex_number,type1,type2,abilities,generation,is_legendary,base_total,capture_rate,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,sp_attack,sp_defense,speed,weight_kg
Bibarel,400,normal,water,"['Simple', 'Unaware', 'Moody']",4,0,410,127,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,3840,70,Beaver Pokémon,60,1000000,1,79,Beadaruビーダル,50,55,60,71,31.5
Kricketot,401,bug,,"['Shed Skin', 'Run Away']",4,0,194,255,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,3840,70,Cricket Pokémon,41,1059860,0.3,37,Korobohshiコロボーシ,50,25,41,25,2.2
Kricketune,402,bug,,"['Swarm', 'Technician']",4,0,384,45,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,3840,70,Cricket Pokémon,51,1059860,1,77,Korotockコロトック,50,55,51,65,25.5
Shinx,403,electric,,"['Rivalry', 'Intimidate', 'Guts']",4,0,263,235,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,5120,70,Flash Pokémon,34,1059860,0.5,45,Kolinkコリンク,50,40,34,45,9.5
Luxio,404,electric,,"['Rivalry', 'Intimidate', 'Guts']",4,0,363,120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,100,Spark Pokémon,49,1059860,0.9,60,Luxioルクシオ,50,60,49,60,30.5
Luxray,405,electric,,"['Rivalry', 'Intimidate', 'Guts']",4,0,523,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,5120,70,Gleam Eyes Pokémon,79,1059860,1.4,80,Rentorarレントラー,50,95,79,70,42
Budew,406,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",4,0,280,255,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,5120,70,Bud Pokémon,35,1059860,0.2,40,Subomieスボミー,50,50,70,55,1.2
Roserade,407,grass,poison,"['Natural Cure', 'Poison Point', 'Technician']",4,0,515,75,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,5120,70,Bouquet Pokémon,65,1059860,0.9,60,Roseradeロズレイド,50,125,105,90,14.5
Cranidos,408,rock,,"['Mold Breaker', 'Sheer Force']",4,0,350,45,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,7680,70,Head Butt Pokémon,40,600000,0.9,67,Zugaidosズガイドス,88.1,30,30,58,31.5
Rampardos,409,rock,,"['Mold Breaker', 'Sheer Force']",4,0,495,45,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,7680,70,Head Butt Pokémon,60,600000,1.6,97,Rampaldラムパルド,88.1,65,50,58,102.5
Shieldon,410,rock,steel,"['Sturdy', 'Soundproof']",4,0,350,45,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,7680,70,Shield Pokémon,118,600000,0.5,30,Tatetopsタテトプス,88.1,42,88,30,57
Bastiodon,411,rock,steel,"['Sturdy', 'Soundproof']",4,0,495,45,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,7680,70,Shield Pokémon,168,600000,1.3,60,Toridepsトリデプス,88.1,47,138,30,149.5
Burmy,412,bug,,"['Shed Skin', 'Overcoat']",4,0,224,120,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,3840,70,Bagworm Pokémon,45,1000000,0.2,40,Minomucchiミノムッチ,50,29,45,36,3.4
Wormadam,413,bug,grass,"['Anticipation', 'Overcoat']",4,0,424,45,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,3840,70,Bagworm Pokémon,95,1000000,0.5,60,Minomadam (kusaki No Mino)ミノマダム,0,69,95,36,6.5
Mothim,414,bug,flying,"['Swarm', 'Tinted Lens']",4,0,424,45,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,3840,70,Moth Pokémon,50,1000000,0.9,70,Gamaleガーメイル,100,94,50,66,23.3
Combee,415,bug,flying,"['Honey Gather', 'Hustle']",4,0,244,120,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,3840,70,Tiny Bee Pokémon,42,1059860,0.3,30,Mitsuhoneyミツハニー,88.1,30,42,70,5.5
Vespiquen,416,bug,flying,"['Pressure', 'Unnerve']",4,0,474,45,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,3840,70,Beehive Pokémon,102,1059860,1.2,70,Beequenビークイン,0,80,102,40,38.5
Pachirisu,417,electric,,"['Run Away', 'Pickup', 'Volt Absorb']",4,0,405,200,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,2560,100,EleSquirrel Pokémon,70,1000000,0.4,60,Pachirisuパチリス,50,45,90,95,3.9
Buizel,418,water,,"['Swift Swim', 'Water Veil']",4,0,330,190,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,Sea Weasel Pokémon,35,1000000,0.7,55,Buoyselブイゼル,50,60,30,85,29.5
Floatzel,419,water,,"['Swift Swim', 'Water Veil']",4,0,495,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,Sea Weasel Pokémon,55,1000000,1.1,85,Floazelフローゼル,50,85,50,115,33.5
Cherubi,420,grass,,['Chlorophyll'],4,0,275,190,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,Cherry Pokémon,45,1000000,0.4,45,Cherinboチェリンボ,50,62,53,35,3.3
Cherrim,421,grass,,['Flower Gift'],4,0,450,75,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,Blossom Pokémon,70,1000000,0.5,70,Cherrimチェリム,50,87,78,85,9.3
Shellos,422,water,,"['Sticky Hold', 'Storm Drain', 'Sand Force']",4,0,325,190,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,5120,70,Sea Slug Pokémon,48,1000000,0.3,76,Karanakushiカラナクシ,50,57,62,34,6.3
Gastrodon,423,water,ground,"['Sticky Hold', 'Storm Drain', 'Sand Force']",4,0,475,75,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,5120,70,Sea Slug Pokémon,68,1000000,0.9,111,Tritodonトリトドン,50,92,82,39,29.9
Ambipom,424,normal,,"['Technician', 'Pickup', 'Skill Link']",4,0,482,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,100,Long Tail Pokémon,66,800000,1.2,75,Etebothエテボース,50,60,66,115,20.3
Drifloon,425,ghost,flying,"['Aftermath', 'Unburden', 'Flare Boost']",4,0,348,125,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,7680,70,Balloon Pokémon,34,1640000,0.4,90,Fuwanteフワンテ,50,60,44,70,1.2
Drifblim,426,ghost,flying,"['Aftermath', 'Unburden', 'Flare Boost']",4,0,498,60,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,7680,70,Blimp Pokémon,44,1640000,1.2,150,Fuwarideフワライド,50,90,54,80,15
Buneary,427,normal,,"['Run Away', 'Klutz', 'Limber']",4,0,350,190,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,66,5120,0,Rabbit Pokémon,44,1000000,0.4,55,Mimirolミミロル,50,44,56,85,5.5
Lopunny,428,normal,,"['Cute Charm', 'Klutz', 'Limber']",4,0,580,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,5120,140,Rabbit Pokémon,94,1000000,1.2,65,Mimilopミミロップ,50,54,96,135,33.3
Mismagius,429,ghost,,['Levitate'],4,0,495,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,Magical Pokémon,60,800000,0.9,60,Mumargiムウマージ,50,105,105,105,4.4
Honchkrow,430,dark,flying,"['Insomnia', 'Super Luck', 'Moxie']",4,0,505,30,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,5120,35,Big Boss Pokémon,52,1059860,0.9,100,Dongkarasuドンカラス,50,105,52,71,27.3
Glameow,431,normal,,"['Limber', 'Own Tempo', 'Keen Eye']",4,0,310,190,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,Catty Pokémon,42,800000,0.5,49,Nyarmarニャルマー,24.6,42,37,85,3.9
Purugly,432,normal,,"['Thick Fat', 'Own Tempo', 'Defiant']",4,0,452,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,5120,70,Tiger Cat Pokémon,64,800000,1,71,Bunyattoブニャット,24.6,64,59,112,43.8
Chingling,433,psychic,,['Levitate'],4,0,285,120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,6400,70,Bell Pokémon,50,800000,0.2,45,Lisyanリーシャン,50,65,50,45,0.6
Stunky,434,poison,dark,"['Stench', 'Aftermath', 'Keen Eye']",4,0,329,225,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,5120,70,Skunk Pokémon,47,1000000,0.4,63,Skunpuuスカンプー,50,41,41,74,19.2
Skuntank,435,poison,dark,"['Stench', 'Aftermath', 'Keen Eye']",4,0,479,60,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,5120,70,Skunk Pokémon,67,1000000,1,103,Skutankスカタンク,50,71,61,84,38
Bronzor,436,steel,psychic,"['Levitate', 'Heatproof', 'Heavy Metal']",4,0,300,255,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,24,5120,70,Bronze Pokémon,86,1000000,0.5,57,Dohmirrorドーミラー,,24,86,23,60.5
Bronzong,437,steel,psychic,"['Levitate', 'Heatproof', 'Heavy Metal']",4,0,500,90,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,89,5120,70,Bronze Bell Pokémon,116,1000000,1.3,67,Dohtakunドータクン,,79,116,33,187
Bonsly,438,rock,,"['Sturdy', 'Rock Head', 'Rattled']",4,0,290,255,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,80,5120,70,Bonsai Pokémon,95,1000000,0.5,50,Usohachiウソハチ,50,10,45,10,15
Mime Jr.,439,psychic,fairy,"['Soundproof', 'Filter', 'Technician']",4,0,310,145,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,6400,70,Mime Pokémon,45,1000000,0.6,20,Maneneマネネ,50,70,90,60,13
Happiny,440,normal,,"['Natural Cure', 'Serene Grace', 'Friend Guard']",4,0,220,130,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,Playhouse Pokémon,5,800000,0.6,100,Pinpukuピンプク,0,15,65,30,24.4
Chatot,441,normal,flying,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",4,0,411,30,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,65,5120,35,Music Note Pokémon,45,1059860,0.5,76,Perapペラップ,50,92,42,91,1.9
Spiritomb,442,ghost,dark,"['Pressure', 'Infiltrator']",4,0,485,100,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,92,7680,70,Forbidden Pokémon,108,1000000,1,50,Mikarugeミカルゲ,50,92,108,35,108
Gible,443,dragon,ground,"['Sand Veil', 'Rough Skin']",4,0,300,45,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,10240,70,Land Shark Pokémon,45,1250000,0.7,58,Fukamaruフカマル,50,40,45,42,20.5
Gabite,444,dragon,ground,"['Sand Veil', 'Rough Skin']",4,0,410,45,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,90,10240,70,Cave Pokémon,65,1250000,1.4,68,Gabiteガバイト,50,50,55,82,56
Garchomp,445,dragon,ground,"['Sand Veil', 'Rough Skin']",4,0,700,45,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,170,10240,70,Mach Pokémon,115,1250000,1.9,108,Gaburiasガブリアス,50,120,95,92,95
Munchlax,446,normal,,"['Pickup', 'Thick Fat', 'Gluttony']",4,0,390,50,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,10240,70,Big Eater Pokémon,40,1250000,0.6,135,Gonbeゴンベ,88.1,40,85,5,105
Riolu,447,fighting,,"['Steadfast', 'Inner Focus', 'Prankster']",4,0,285,75,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,6400,70,Emanation Pokémon,40,1059860,0.7,40,Rioluリオル,88.1,35,40,60,20.2
Lucario,448,fighting,steel,"['Steadfast', 'Inner Focus', 'Justified']",4,0,625,45,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,145,6400,70,Aura Pokémon,88,1059860,1.2,70,Lucarioルカリオ,88.1,140,70,112,54
Hippopotas,449,ground,,"['Sand Stream', 'Sand Force']",4,0,330,140,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,72,7680,70,Hippo Pokémon,78,1250000,0.8,68,Hippopotasヒポポタス,50,38,42,32,49.5
Hippowdon,450,ground,,"['Sand Stream', 'Sand Force']",4,0,525,60,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,Heavyweight Pokémon,118,1250000,2,108,Kabaldonカバルドン,50,68,72,47,300
Skorupi,451,poison,bug,"['Battle Armor', 'Sniper', 'Keen Eye']",4,0,330,120,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,Scorpion Pokémon,90,1250000,0.8,40,Scorupiスコルピ,50,30,55,65,12
Drapion,452,poison,dark,"['Battle Armor', 'Sniper', 'Keen Eye']",4,0,500,45,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,5120,70,Ogre Scorp Pokémon,110,1250000,1.3,70,Dorapionドラピオン,50,60,75,95,61.5
Croagunk,453,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",4,0,300,140,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,61,2560,100,Toxic Mouth Pokémon,40,1000000,0.7,48,Gureggruグレッグル,50,61,40,50,23
Toxicroak,454,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",4,0,490,75,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,5120,70,Toxic Mouth Pokémon,65,1000000,1.3,83,Dokurogドクロッグ,50,86,65,85,44.4
Carnivine,455,grass,,['Levitate'],4,0,454,200,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,6400,70,Bug Catcher Pokémon,72,1250000,1.4,74,Muskippaマスキッパ,50,90,72,46,27
Finneon,456,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",4,0,330,190,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,5120,70,Wing Fish Pokémon,56,600000,0.4,49,Keikouoケイコウオ,50,49,61,66,7
Lumineon,457,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",4,0,460,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,Neon Pokémon,76,600000,1.2,69,Neolantネオラント,50,69,86,91,24
Mantyke,458,water,flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",4,0,345,25,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,Kite Pokémon,50,1250000,1,45,Tamantaタマンタ,50,60,120,50,65
Snover,459,grass,ice,"['Snow Warning', 'Soundproof']",4,0,334,120,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,5120,70,Frosted Tree Pokémon,50,1250000,1,60,Yukikaburiユキカブリ,50,62,60,40,50.5
Abomasnow,460,grass,ice,"['Snow Warning', 'Soundproof']",4,0,594,60,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,132,5120,70,Frosted Tree Pokémon,105,1250000,2.2,90,Yukinoohユキノオー,50,132,105,30,135.5
Weavile,461,dark,ice,"['Pressure', 'Pickpocket']",4,0,510,45,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,5120,35,Sharp Claw Pokémon,65,1059860,1.1,70,Manyulaマニューラ,50,45,85,125,34
Magnezone,462,electric,steel,"['Magnet Pull', 'Sturdy', 'Analytic']",4,0,535,30,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,Magnet Area Pokémon,115,1000000,1.2,70,Jibacoilジバコイル,,130,90,60,180
Lickilicky,463,normal,,"['Own Tempo', 'Oblivious', 'Cloud Nine']",4,0,515,30,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,Licking Pokémon,95,1000000,1.7,110,Berobeltベロベルト,50,80,95,50,140
Rhyperior,464,ground,rock,"['Lightningrod', 'Solid Rock', 'Reckless']",4,0,535,30,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,Drill Pokémon,130,1250000,2.4,115,Dosidonドサイドン,50,55,55,40,282.8
Tangrowth,465,grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",4,0,535,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,Vine Pokémon,125,1000000,2,100,Mojumboモジャンボ,50,110,50,50,128.6
Electivire,466,electric,,"['Motor Drive', 'Vital Spirit']",4,0,540,30,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,Thunderbolt Pokémon,67,1000000,1.8,75,Elekibleエレキブル,75.4,95,85,95,138.6
Magmortar,467,fire,,"['Flame Body', 'Vital Spirit']",4,0,540,30,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,Blast Pokémon,67,1000000,1.6,75,Booburnブーバーン,75.4,125,95,83,68
Togekiss,468,fairy,flying,"['Hustle', 'Serene Grace', 'Super Luck']",4,0,545,30,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,Jubilee Pokémon,95,800000,1.5,85,Togekissトゲキッス,88.1,120,115,80,38
Yanmega,469,bug,flying,"['Speed Boost', 'Tinted Lens', 'Frisk']",4,0,515,30,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,Ogre Darner Pokémon,86,1000000,1.9,86,Megayanmaメガヤンマ,50,116,56,95,51.5
Leafeon,470,grass,,"['Leaf Guard', 'Chlorophyll']",4,0,525,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,Verdant Pokémon,130,1000000,1,65,Leafiaリーフィア,88.1,60,65,95,25.5
Glaceon,471,ice,,"['Snow Cloak', 'Ice Body']",4,0,525,45,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,Fresh Snow Pokémon,110,1000000,0.8,65,Glaciaグレイシア,88.1,130,95,65,25.9
Gliscor,472,ground,flying,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",4,0,510,30,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,Fang Scorp Pokémon,125,1059860,2,75,Glionグライオン,50,45,75,95,42.5
Mamoswine,473,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",4,0,530,50,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,Twin Tusk Pokémon,80,1250000,2.5,110,Mammooマンムー,50,70,60,80,291
Porygon-Z,474,normal,,"['Adaptability', 'Download', 'Analytic']",4,0,535,30,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,Virtual Pokémon,70,1000000,0.9,85,Porygon-zポリゴンＺ,,135,75,90,34
Gallade,475,psychic,fighting,"['Steadfast', 'Justified']",4,0,618,45,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,5120,35,Blade Pokémon,95,1250000,1.6,68,Erureidoエルレイド,100,65,115,110,52
Probopass,476,rock,steel,"['Sturdy', 'Magnet Pull', 'Sand Force']",4,0,525,60,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,Compass Pokémon,145,1000000,1.4,60,Dainoseダイノーズ,50,75,150,40,340
Dusknoir,477,ghost,,"['Pressure', 'Frisk']",4,0,525,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,Gripper Pokémon,135,800000,2.2,45,Yonoirヨノワール,50,65,135,45,106.6
Froslass,478,ice,ghost,"['Snow Cloak', 'Cursed Body']",4,0,480,75,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,Snow Land Pokémon,70,1000000,1.3,70,Yukimenokoユキメノコ,0,80,70,110,26.6
Rotom,479,electric,ghost,['Levitate'],4,0,520,45,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,65,5120,70,Plasma Pokémon,107,1000000,0.3,50,Rotomロトム,,105,107,86,0.3
Uxie,480,psychic,,['Levitate'],4,1,580,3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,20480,140,Knowledge Pokémon,130,1250000,0.3,75,Yuxieユクシー,,75,130,95,0.3
Mesprit,481,psychic,,['Levitate'],4,1,580,3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,Emotion Pokémon,105,1250000,0.3,80,Emritエムリット,,105,105,80,0.3
Azelf,482,psychic,,['Levitate'],4,1,580,3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,20480,140,Willpower Pokémon,70,1250000,0.3,75,Agnomeアグノム,,125,70,115,0.3
Dialga,483,steel,dragon,"['Pressure', 'Telepathy']",4,1,680,3,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,30720,0,Temporal Pokémon,120,1250000,5.4,100,Dialgaディアルガ,,150,100,90,683
Palkia,484,water,dragon,"['Pressure', 'Telepathy']",4,1,680,3,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,Spatial Pokémon,100,1250000,4.2,90,Palkiaパルキア,,150,120,100,336
Heatran,485,fire,steel,"['Flash Fire', 'Flame Body']",4,1,600,3,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,Lava Dome Pokémon,106,1250000,1.7,91,Heatranヒードラン,50,130,106,77,430
Regigigas,486,normal,,['Slow Start'],4,1,670,3,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,Colossal Pokémon,110,1250000,3.7,110,Regigigasレジギガス,,80,110,100,420
Giratina,487,ghost,dragon,"['Pressure', 'Telepathy', 'Levitate']",4,1,680,3,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,120,30720,0,Renegade Pokémon,100,1250000,4.5,150,Giratina (another Forme)ギラティナ,,120,100,90,750
Cresselia,488,psychic,,['Levitate'],4,1,600,3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,30720,100,Lunar Pokémon,120,1250000,1.5,120,Cresseliaクレセリア,0,75,130,85,85.6
Phione,489,water,,['Hydration'],4,0,480,30,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,Sea Drifter Pokémon,80,1250000,0.4,80,Phioneフィオネ,,80,80,80,3.1
Manaphy,490,water,,['Hydration'],4,1,600,3,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,Seafaring Pokémon,100,1250000,0.3,100,Manaphyマナフィ,,100,100,100,1.4
Darkrai,491,dark,,['Bad Dreams'],4,1,600,3,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,30720,0,Pitch-Black Pokémon,90,1250000,1.5,70,Darkraiダークライ,,135,90,125,50.5
Shaymin,492,grass,grass,"['Natural Cure', 'Serene Grace']",4,1,600,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,103,30720,100,Gratitude Pokémon,75,1059860,0.2,100,Shaymin (sky Forme)シェイミ,,120,75,127,2.1
Arceus,493,normal,,['Multitype'],4,1,720,3,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,30720,0,Alpha Pokémon,120,1250000,3.2,120,Arceusアルセウス,,120,120,120,320
Victini,494,psychic,fire,['Victory Star'],5,1,600,3,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,30720,100,Victory Pokémon,100,1250000,0.4,100,Victiniビクティニ,,100,100,100,4
Snivy,495,grass,,"['Overgrow', 'Contrary']",5,0,308,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,Grass Snake Pokémon,55,1059860,0.6,45,Tsutarjaツタージャ,88.1,45,55,63,8.1
Servine,496,grass,,"['Overgrow', 'Contrary']",5,0,413,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,Grass Snake Pokémon,75,1059860,0.8,60,Janovyジャノビー,88.1,60,75,83,16
Serperior,497,grass,,"['Overgrow', 'Contrary']",5,0,528,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,Regal Pokémon,95,1059860,3.3,75,Jalordaジャローダ,88.1,75,95,113,63
Tepig,498,fire,,"['Blaze', 'Thick Fat']",5,0,308,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,5120,70,Fire Pig Pokémon,45,1059860,0.5,65,Pokabuポカブ,88.1,45,45,45,9.9
Pignite,499,fire,fighting,"['Blaze', 'Thick Fat']",5,0,418,45,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,Fire Pig Pokémon,55,1059860,1,90,Chaobooチャオブー,88.1,70,55,55,55.5
Emboar,500,fire,fighting,"['Blaze', 'Reckless']",5,0,528,45,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,Mega Fire Pig Pokémon,65,1059860,1.6,110,Enbuohエンブオー,88.1,100,65,65,150
